Directory	ModuleID	ChipSN	RunNumber	RunType	Date	ConfigNumber	Threshold	Voltage	Triggers	EffRaw	EffSignal	EffCorrected	NoiseFraction	AverageRate	SignalRate	Time	ToTDrop	LowPixels	LowPixelsErr
data/cosmicData/MDBM-21/2013-09-21/cosmic_001296	MDBM-21	2216	1296	Efficiency	2013-09-21	8211	1106	500	100062	0.658472	0.653785	0.645546	0.0179764	111.111	71.3368	15.0093	0	9549.58	119.193
data/cosmicData/MDBM-21/2013-09-21/cosmic_001297	MDBM-21	2216	1297	Efficiency	2013-09-21	8211	1106	800	115327	0.894058	0.841407	0.696968	0.334048	112.529	63.0542	17.081	0	10129.4	108.559
data/cosmicData/MDBM-21/2013-09-21/cosmic_001298	MDBM-21	2216	1298	Efficiency	2013-09-21	8211	1106	999	99246	0.943806	0.882937	0.588863	0.571324	112.9	42.7318	14.6511	0	9849.59	109.832
data/cosmicData/MDBM-21/2013-09-22/cosmic_001299	MDBM-21	2216	1299	Unknown	2013-09-22	8211	1106	0	6464828	0.503115	0.413873	0.342802	0.2883	190.1	55.9948	566.79	0	-41.0653	26.4953
data/cosmicData/MDBM-21/2013-09-22/cosmic_001300	MDBM-21	2216	1300	Unknown	2013-09-22	8212	1204	0	8107	0.864068	0.838535	0.802335	0.112533	113.992	84.8299	1.18531	0	7432.1	135.229
data/cosmicData/MDBM-21/2013-09-22/cosmic_001301	MDBM-21	2216	1301	Efficiency	2013-09-22	8213	1204	1000	104905	0.843144	0.830084	0.811272	0.0590492	113.872	88.9416	15.3543	0	9895.39	107.476
data/cosmicData/MDBM-21/2013-09-22/cosmic_001302	MDBM-21	2216	1302	Efficiency	2013-09-22	8214	1502	1000	99722	0.807946	0.803213	0.796366	0.019626	112.672	88.7237	14.751	0	9974.59	110.399
data/cosmicData/MDBM-21/2013-09-23/cosmic_001307	MDBM-21	2216	1307	Occupancy	2013-09-23	8211	1106	500	670172	0.321674	0.312818	0.304464	0.048039	202.272	60.2348	55.2202	1	237.016	37.1349
data/cosmicData/MDBM-01/2013-08-23/cosmic_001116	MDBM-01	1688	1116	Occupancy	2013-08-23	5653	1105	900	8860	0.491084	0.482167	0.460793	0.068118	149.301	67.0844	0.989053	0	10103.1	144.769
data/cosmicData/MDBM-01/2013-08-23/cosmic_001117	MDBM-01	1688	1117	Occupancy	2013-08-23	5764	1104	700	2738839	0.505113	0.448296	0.361166	0.278092	134.332	43.4737	339.81	1	3844.94	68.1102
data/cosmicData/MDBM-01/2013-08-26/cosmic_001125	MDBM-01	1688	1125	Efficiency	2013-08-26	5769	1104	600	598204	0.739203	0.734408	0.728944	0.0137392	169.898	123.06	58.6827	0	10112.6	105.328
data/cosmicData/MDBM-01/2013-08-26/cosmic_001126	MDBM-01	1688	1126	Efficiency	2013-08-26	5771	1104	800	593919	0.837993	0.797939	0.679933	0.276261	171.677	99.1432	57.6587	0	10056.3	104.355
data/cosmicData/MDBM-01/2013-08-26/cosmic_001127	MDBM-01	1688	1127	Efficiency	2013-08-26	5772	1104	700	722620	0.817684	0.798637	0.766486	0.0797264	171.139	125.781	70.3737	0	9949.43	104.183
data/cosmicData/MDBM-01/2013-08-26/cosmic_001128	MDBM-01	1688	1128	Efficiency	2013-08-26	5774	1204	700	654658	0.813869	0.790834	0.737786	0.125957	169.18	116.941	64.4932	0	10061.8	104.981
data/cosmicData/MDBM-01/2013-08-26/cosmic_001129	MDBM-01	1688	1129	Efficiency	2013-08-26	5776	1494	700	604618	0.737519	0.731526	0.724711	0.0158514	170.507	122.753	59.1	0	10163.4	105.882
data/cosmicData/MDBM-01/2013-08-26/cosmic_001130	MDBM-01	1688	1130	Occupancy	2013-08-26	5772	1104	700	1013966	0.701047	0.585471	0.295882	0.665096	132.189	25.9191	127.843	1	8151.77	95.2103
data/cosmicData/MDBM-01/2013-08-26/cosmic_001131	MDBM-01	1688	1131	Occupancy	2013-08-26	5769	1104	600	3799236	0.53263	0.470422	0.3879	0.296558	140.673	46.5508	450.125	1	2922.06	60.4483
data/cosmicData/MDBM-01/2013-08-26/cosmic_011205	MDBM-01	1688	11205	Unknown	2013-08-26	5769	1104	0	27651	0.783805	0.777766	0.772762	0.0129731	171.303	131.505	2.69027	0	8925.16	118.558
data/cosmicData/MDBM-01/2013-09-05/cosmic_001170	MDBM-01	1688	1170	Occupancy	2013-09-05	6172	1104	600	10054948	0.450381	0.319591	0.193651	0.47435	311.138	52.269	538.612	0	3590.94	65.7419
data/cosmicData/MDBM-02/2013-08-12/cosmic_001070	MDBM-02	1684	1070	Occupancy	2013-08-12	4661	1208	1000	10115490	0.239468	0.231587	0.226074	0.0331194	352.896	79.0194	477.737	0	4082.77	69.4046
data/cosmicData/MDBM-02/2013-08-19/cosmic_001091	MDBM-02	1684	1091	Efficiency	2013-08-19	5054	1085	600	761005	0.66319	0.659884	0.654935	0.00998258	205.309	134.128	61.7772	0	9900.4	104.633
data/cosmicData/MDBM-02/2013-08-19/cosmic_001092	MDBM-02	1684	1092	Efficiency	2013-08-19	5056	1085	800	736475	0.765635	0.762232	0.757135	0.0104798	205.347	154.882	59.7748	0	10131.8	105.314
data/cosmicData/MDBM-02/2013-08-19/cosmic_001093	MDBM-02	1684	1093	Efficiency	2013-08-19	5058	1085	1000	725440	0.798606	0.795192	0.789737	0.0115608	206.234	162.1	58.626	0	9993.98	104.072
data/cosmicData/MDBM-02/2013-08-19/cosmic_001094	MDBM-02	1684	1094	Efficiency	2013-08-19	5060	1208	1000	743850	0.780893	0.777591	0.772307	0.0110268	205.563	158.081	60.31	0	9999.2	104.269
data/cosmicData/MDBM-02/2013-08-19/cosmic_001095	MDBM-02	1684	1095	Efficiency	2013-08-19	5062	1509	1000	790125	0.728511	0.725454	0.720322	0.0103943	205.367	147.436	64.123	0	10187.8	105.579
data/cosmicData/MDBM-02/2013-08-19/cosmic_001096	MDBM-02	1684	1096	Unknown	2013-08-19	5058	1085	0	14262	0.553008	0.548661	0.545051	0.0107348	189.811	103.024	1.2523	0	6712.1	132.541
data/cosmicData/MDBM-02/2013-08-19/cosmic_001097	MDBM-02	1684	1097	Occupancy	2013-08-19	5058	1085	1000	5850716	0.530982	0.527838	0.524465	0.0107168	183.891	96.0244	530.272	1	3940.08	68.3886
data/cosmicData/MDBM-03/2013-08-13/cosmic_001070	MDBM-03	1692	1070	Efficiency	2013-08-13	4857	1091	600	729714	0.445738	0.439609	0.432556	0.0214721	196.277	84.4323	61.963	0	10021.0	105.655
data/cosmicData/MDBM-03/2013-08-13/cosmic_001071	MDBM-03	1692	1071	Efficiency	2013-08-13	4872	1091	800	742447	0.672608	0.666033	0.657177	0.0229325	197.911	128.792	62.5238	0	10016.1	104.676
data/cosmicData/MDBM-03/2013-08-13/cosmic_001072	MDBM-03	1692	1072	Unknown	2013-08-13	4874	1091	0	1	0.0	0.0	0.0	nan	inf	nan	0.0	0	0.0	161.889
data/cosmicData/MDBM-03/2013-08-13/cosmic_001073	MDBM-03	1692	1073	Efficiency	2013-08-13	4874	1091	900	648547	0.759095	0.723016	0.65495	0.174257	197.407	117.857	54.7555	0	9941.78	104.029
data/cosmicData/MDBM-03/2013-08-13/cosmic_001074	MDBM-03	1692	1074	Unknown	2013-08-13	4872	1091	0	13467	0.551496	0.538873	0.526413	0.0438198	183.039	94.3125	1.22624	0	6615.1	132.174
data/cosmicData/MDBM-03/2013-08-13/cosmic_001075	MDBM-03	1692	1075	Occupancy	2013-08-13	4872	1091	800	9986809	0.577511	0.41678	0.243897	0.530331	348.302	68.1796	477.882	0	1597.0	48.3011
data/cosmicData/MDBM-03/2013-08-14/cosmic_001076	MDBM-03	1692	1076	Efficiency	2013-08-14	4877	1202	850	398284	0.773092	0.75169	0.71469	0.0955856	196.719	133.737	33.744	0	9797.56	104.79
data/cosmicData/MDBM-03/2013-08-14/cosmic_001077	MDBM-03	1692	1077	Efficiency	2013-08-14	4877	1202	800	693289	0.778344	0.762911	0.737719	0.0624256	196.923	140.856	58.6768	0	9590.93	102.308
data/cosmicData/MDBM-03/2013-08-14/cosmic_001078	MDBM-03	1692	1078	Efficiency	2013-08-14	4879	1508	800	708206	0.693226	0.684823	0.672319	0.0301611	196.273	130.358	60.138	0	9700.07	103.155
data/cosmicData/MDBM-03/2013-08-17/cosmic_001072	MDBM-03	1692	1072	Unknown	2013-08-17	5035	1202	0	10550	0.0	0.0	0.0	nan	10390.9	0.0	0.0169218	0	0.0	161.889
data/cosmicData/MDBM-03/2013-08-17/cosmic_001073	MDBM-03	1692	1073	Unknown	2013-08-17	5035	1202	0	10175088	0.00988237	0.00423181	-7.34772e-05	1.01714	10449.3	4.4107e+06	16.2294	0	15040.1	160.919
data/cosmicData/MDBM-03/2013-08-17/cosmic_001075	MDBM-03	1692	1075	Unknown	2013-08-17	5035	1202	0	3826	0.548353	0.543649	0.543649	0.0	208.489	113.345	0.305852	0	12863.1	154.006
data/cosmicData/MDBM-03/2013-08-17/cosmic_001076	MDBM-03	1692	1076	Unknown	2013-08-17	5035	1202	0	115155	0.554375	0.548443	0.541401	0.0198556	201.255	108.185	9.53643	0	9986.58	121.012
data/cosmicData/MDBM-03/2013-08-17/cosmic_001081	MDBM-03	1692	1081	Unknown	2013-08-17	5039	1202	0	6970211	0.623869	0.618592	0.608468	0.0246187	199.091	120.124	583.503	1	9047.95	98.9141
data/cosmicData/MDBM-03/2013-08-18/cosmic_001084	MDBM-03	1692	1084	Unknown	2013-08-18	4872	1091	0	102559	0.0736162	0.0718513	0.0687779	0.0708373	1163.71	77.6914	1.46885	1	6752.1	132.691
data/cosmicData/MDBM-03/2013-08-18/cosmic_001085	MDBM-03	1692	1085	Occupancy	2013-08-18	4872	1091	800	1923930	0.585168	0.521625	0.443239	0.228196	181.498	73.0696	176.672	0	1635.6	49.3559
data/cosmicData/MDBM-04/2013-08-08/cosmic_001055	MDBM-04	1686	1055	Efficiency	2013-08-08	3980	1094	600	673232	0.695151	0.63426	0.530265	0.24833	191.426	91.2633	58.6153	0	9739.42	103.928
data/cosmicData/MDBM-04/2013-08-08/cosmic_001056	MDBM-04	1686	1056	Unknown	2013-08-08	4030	1094	0	5	0.0	0.0	0.0	nan	0.679951	0.0	0.122558	0	0.0	161.889
data/cosmicData/MDBM-04/2013-08-08/cosmic_001057	MDBM-04	1686	1057	Efficiency	2013-08-08	4030	1094	650	573410	0.365644	0.339891	0.287084	0.271513	187.254	46.3652	51.0368	0	10417.7	109.576
data/cosmicData/MDBM-04/2013-08-08/cosmic_001058	MDBM-04	1686	1058	Occupancy	2013-08-08	4034	1094	500	10058946	0.390955	0.304399	0.234176	0.331448	375.987	76.516	445.89	0	1472.24	46.9574
data/cosmicData/MDBM-04/2013-08-15/cosmic_001070	MDBM-04	1686	1070	Unknown	2013-08-15	4910	1094	0	121903	0.553112	0.549494	0.545046	0.0124953	189.358	102.751	10.7295	0	8706.58	115.603
data/cosmicData/MDBM-04/2013-08-15/cosmic_001095	MDBM-04	1686	1095	Unknown	2013-08-15	4030	1094	0	9162	0.00229208	0.000982318	0.000351694	0.666667	189.564	0.0620709	0.80553	0	15332.1	161.824
data/cosmicData/MDBM-04/2013-08-15/cosmic_001096	MDBM-04	1686	1096	Unknown	2013-08-15	4913	1208	0	350	0.157143	0.105714	0.0826297	0.243243	0.0854487	0.00683589	68.2672	0	15328.1	161.812
data/cosmicData/MDBM-04/2013-08-15/cosmic_001097	MDBM-04	1686	1097	Efficiency	2013-08-15	4913	1208	600	615754	0.744791	0.679724	0.563593	0.271284	187.653	92.9494	54.6892	0	10077.4	105.541
data/cosmicData/MDBM-04/2013-08-15/cosmic_001098	MDBM-04	1686	1098	Efficiency	2013-08-15	4034	1094	500	689012	0.744475	0.728887	0.705201	0.059909	187.765	128.66	61.1592	0	10297.2	105.934
data/cosmicData/MDBM-04/2013-08-15/cosmic_001099	MDBM-04	1686	1099	Unknown	2013-08-15	4034	1094	0	307723	0.206247	0.127218	0.0676156	0.538648	1183.6	69.4685	4.33313	0	5954.16	105.285
data/cosmicData/MDBM-04/2013-08-15/cosmic_001100	MDBM-04	1686	1100	Occupancy	2013-08-15	4034	1094	500	10020505	0.449252	0.355889	0.277605	0.326016	313.108	75.1031	533.39	0	1434.92	46.5725
data/cosmicData/MDBM-04/2013-08-18/cosmic_001086	MDBM-04	1686	1086	Efficiency	2013-08-18	5044	1208	500	687045	0.564558	0.560719	0.555674	0.0133787	193.253	106.911	59.2527	0	10322.4	106.696
data/cosmicData/MDBM-04/2013-08-18/cosmic_001087	MDBM-04	1686	1087	Efficiency	2013-08-18	5046	1505	500	669034	0.634174	0.617463	0.595779	0.0536669	190.0	111.022	58.6872	0	10582.3	108.573
data/cosmicData/MDBM-04/2013-08-18/cosmic_001088	MDBM-04	1686	1088	Unknown	2013-08-18	5044	1208	0	8712065	0.827075	0.772048	0.655109	0.262307	189.882	108.144	764.692	0	8702.98	97.1391
data/cosmicData/MDBM-07/2013-08-14/cosmic_001079	MDBM-07	2193	1079	Unknown	2013-08-14	4882	1102	0	105632	0.00210164	0.000937216	-5.96199e+35	11.8485	10517.7	4.27648e+08	0.167387	1	14242.1	158.42
data/cosmicData/MDBM-07/2013-08-14/cosmic_001080	MDBM-07	2193	1080	Efficiency	2013-08-14	4882	1102	600	345011	0.517786	0.514172	0.510158	0.0102483	95.7112	48.7077	60.0785	0	10479.9	111.476
data/cosmicData/MDBM-07/2013-08-14/cosmic_001081	MDBM-07	2193	1081	Efficiency	2013-08-14	4885	1102	800	332958	0.603986	0.600307	0.595498	0.0123826	94.7093	56.1506	58.593	0	10773.7	111.189
data/cosmicData/MDBM-07/2013-08-14/cosmic_001082	MDBM-07	2193	1082	Efficiency	2013-08-14	4885	1102	900	335601	0.673106	0.651863	0.622277	0.073846	95.4603	57.6319	58.5935	0	10659.4	109.503
data/cosmicData/MDBM-07/2013-08-14/cosmic_001083	MDBM-07	2193	1083	Efficiency	2013-08-14	4889	1201	900	328932	0.632523	0.628549	0.622631	0.0150617	93.5556	57.9186	58.5983	0	10766.7	111.158
data/cosmicData/MDBM-07/2013-08-14/cosmic_001084	MDBM-07	2193	1084	Efficiency	2013-08-14	4890	1499	900	335007	0.574752	0.570919	0.565599	0.0135835	95.2768	53.6565	58.6023	0	10869.9	113.212
data/cosmicData/MDBM-07/2013-08-14/cosmic_001085	MDBM-07	2193	1085	Unknown	2013-08-14	4886	1102	0	6941	0.347933	0.315084	0.289015	0.1262	136.543	37.5931	0.847228	0	12604.1	153.163
data/cosmicData/MDBM-07/2013-08-14/cosmic_001086	MDBM-07	2193	1086	Occupancy	2013-08-14	4886	1102	900	10034219	0.157222	0.128403	0.106614	0.239782	348.881	34.0557	479.352	0	3793.73	67.4759
data/cosmicData/MDBM-07/2013-08-19/cosmic_001089	MDBM-07	2193	1089	Unknown	2013-08-19	4886	1102	0	12800	0.269609	0.266328	0.262298	0.0272807	166.673	43.1787	1.27995	0	10706.1	146.837
data/cosmicData/MDBM-07/2013-08-19/cosmic_001090	MDBM-07	2193	1090	Occupancy	2013-08-19	4886	1102	900	1691919	0.235316	0.232211	0.228813	0.0232207	159.574	36.1944	176.712	1	4075.4	71.5751
data/cosmicData/MDBM-07/2013-09-04/cosmic_001151	MDBM-07	2193	1151	Efficiency	2013-09-04	6055	1102	900	407685	0.577461	0.572324	0.565888	0.0158789	91.6422	51.6162	74.1443	0	10704.0	108.839
data/cosmicData/MDBM-08/2013-09-11/cosmic_001180	MDBM-08	2198	1180	Unknown	2013-09-11	6734	1511	0	839729	0.0303086	0.0225144	0.0179437	0.264519	2186.24	36.2017	6.40163	0	1834.1	112.645
data/cosmicData/MDBM-08/2013-09-11/cosmic_001181	MDBM-08	2198	1181	Unknown	2013-09-11	6830	1511	0	2569603	0.284609	0.154429	0.0382066	0.774948	690.436	23.9957	62.0285	0	1227.62	65.9318
data/cosmicData/MDBM-08/2013-09-11/cosmic_001182	MDBM-08	2198	1182	Unknown	2013-09-11	6831	1511	0	2237186	0.0923839	0.0704363	0.051812	0.311406	162.73	7.89271	229.132	1	1612.62	68.7895
data/cosmicData/MDBM-08/2013-09-12/cosmic_001190	MDBM-08	2198	1190	Unknown	2013-09-12	6965	1098	0	352434	0.61376	0.608562	0.60146	0.0170367	90.9386	54.3989	64.592	0	10153.4	107.168
data/cosmicData/MDBM-08/2013-09-12/cosmic_001191	MDBM-08	2198	1191	Unknown	2013-09-12	6966	1098	0	330417	0.623497	0.61742	0.608	0.0228523	90.1418	54.3835	61.0922	0	10356.7	109.298
data/cosmicData/MDBM-08/2013-09-12/cosmic_001192	MDBM-08	2198	1192	Unknown	2013-09-12	6967	1098	0	405054	0.642581	0.635365	0.625212	0.0248643	90.8522	56.289	74.3063	0	10129.0	106.165
data/cosmicData/MDBM-08/2013-09-12/cosmic_001193	MDBM-08	2198	1193	Unknown	2013-09-12	6966	1098	0	119221	0.180421	0.135136	0.0992276	0.330892	212.903	19.2507	9.33298	0	15113.2	142.281
data/cosmicData/MDBM-08/2013-09-12/cosmic_001194	MDBM-08	2198	1194	Unknown	2013-09-12	6966	1098	0	1100553	0.260059	0.246512	0.234401	0.0744748	168.293	38.3965	108.992	1	818.554	48.5283
data/cosmicData/MDBM-08/2013-09-13/cosmic_001195	MDBM-08	2198	1195	Efficiency	2013-09-13	6977	1203	800	337354	0.687521	0.680401	0.669856	0.0251856	89.8476	59.5928	62.5788	0	10745.6	110.824
data/cosmicData/MDBM-08/2013-09-13/cosmic_001196	MDBM-08	2198	1196	Efficiency	2013-09-13	6978	1508	800	419880	0.592946	0.589059	0.58352	0.0135	89.9552	52.2736	77.7942	0	10608.0	108.397
data/cosmicData/MDBM-08/2013-09-13/cosmic_001197	MDBM-08	2198	1197	Occupancy	2013-09-13	6978	1508	800	1562997	0.235223	0.200904	0.17265	0.187655	164.489	26.8453	158.369	0	1275.02	49.163
data/cosmicData/MDBM-08/2013-09-13/cosmic_001198	MDBM-08	2198	1198	Occupancy	2013-09-13	6966	1098	700	1059418	0.275441	0.270902	0.265929	0.0298434	166.236	43.6897	106.216	1	716.564	43.589
data/cosmicData/MDBM-08/2013-09-13/cosmic_001199	MDBM-08	2198	1199	Occupancy	2013-09-13	6965	1098	600	5369688	0.116269	0.114589	0.112395	0.0300095	168.856	18.7683	530.008	1	691.984	39.1024
data/cosmicData/MDBM-08/2013-09-15/cosmic_001210	MDBM-08	2198	1210	Unknown	2013-09-15	6965	1098	0	5388425	0.160003	0.148437	0.139614	0.0900138	169.399	22.8817	530.152	1	733.76	40.025
data/cosmicData/MDBM-08/2013-09-17/cosmic_001215	MDBM-08	2198	1215	Occupancy	2013-09-17	6965	1098	600	10124933	0.195381	0.109428	0.0235888	0.811515	888.774	18.3314	189.867	0	1456.78	48.3425
data/cosmicData/MDBM-08/2013-09-22/cosmic_001304	MDBM-08	2198	1304	Occupancy	2013-09-22	8379	1098	500	565463	0.214297	0.209807	0.205566	0.0260709	159.676	32.6276	59.0222	0	2955.59	71.8958
data/cosmicData/MDBM-09/2013-07-30/cosmic_001001	MDBM-09	2187	1001	Unknown	2013-07-30	3392	1504	0	624	0.362179	0.352564	0.348662	0.0136364	124.924	43.4432	0.0832505	0	15086.1	161.062
data/cosmicData/MDBM-09/2013-07-30/cosmic_001002	MDBM-09	2187	1002	Unknown	2013-07-30	3392	1504	0	697	0.464849	0.423242	0.409452	0.040678	111.243	45.1676	0.104426	0	15015.1	160.842
data/cosmicData/MDBM-09/2013-07-30/cosmic_001003	MDBM-09	2187	1003	Unknown	2013-07-30	3392	1504	0	397710	0.588979	0.580425	0.559695	0.0505283	111.612	61.5091	59.3887	0	10213.4	107.448
data/cosmicData/MDBM-09/2013-07-30/cosmic_001004	MDBM-09	2187	1004	Unknown	2013-07-30	3392	1504	0	400591	0.782604	0.751025	0.637012	0.254406	111.24	62.2899	60.019	0	10076.6	106.113
data/cosmicData/MDBM-09/2013-07-30/cosmic_001005	MDBM-09	2187	1005	Unknown	2013-07-30	3392	1504	0	338018	0.0454414	0.0427285	0.0249539	0.609015	110.119	1.83967	51.1597	0	11714.2	129.788
data/cosmicData/MDBM-09/2013-07-30/cosmic_001006	MDBM-09	2187	1006	Unknown	2013-07-30	3392	1504	0	138	0.130435	0.0724638	-0.0144928	1.2	11.8431	3.68592e+08	0.194207	0	24258.9	161.883
data/cosmicData/MDBM-09/2013-07-30/cosmic_001007	MDBM-09	2187	1007	Unknown	2013-07-30	3392	1504	0	86407	0.745634	0.725566	0.665144	0.14164	111.322	69.3309	12.9365	0	9703.58	119.837
data/cosmicData/MDBM-09/2013-07-30/cosmic_001008	MDBM-09	2187	1008	Unknown	2013-07-30	3394	1210	0	65	0.0	0.0	0.0	nan	1.36695	0.0	0.792518	0	0.0	161.889
data/cosmicData/MDBM-09/2013-07-30/cosmic_001009	MDBM-09	2187	1009	Unknown	2013-07-30	3394	1210	0	2	0.0	0.0	0.0	nan	206.234	0.0	0.000161628	0	0.0	161.889
