Directory	ModuleID	ChipSN	RunNumber	RunType	Date	ConfigNumber	Threshold	Voltage	Triggers	EffRaw	EffSignal	EffCorrected	NoiseFraction	AverageRate	SignalRate	Time	ToTDrop	LowPixels	LowPixelsErr
data/cosmicData/MDBM-34/2013-09-27/cosmic_001389	MDBM-34	0	1389	Efficiency	2013-09-27	9565	1088	800	93612	0.610178	0.599795	0.587116	0.0311498	105.724	61.4376	14.7573	0	9871.58	120.536
data/cosmicData/MDBM-34/2013-09-27/cosmic_001390	MDBM-34	0	1390	Efficiency	2013-09-27	9565	1088	800	94474	0.645426	0.629178	0.607525	0.0529937	106.25	63.3075	14.8195	0	9891.58	120.619
data/cosmicData/MDBM-34/2013-09-27/cosmic_001391	MDBM-34	0	1391	Occupancy	2013-09-27	9565	1088	500	7732282	0.0858377	0.0740423	0.0613908	0.23053	195.845	11.1579	658.028	1	229.158	33.9706
data/cosmicData/MDBM-34/2013-09-28/cosmic_001392	MDBM-34	0	1392	Efficiency	2013-09-28	9586	0	1000	94857	0.756771	0.746049	0.730009	0.0393822	107.825	77.2749	14.6622	0	9673.62	113.106
data/cosmicData/MDBM-34/2013-09-28/cosmic_001393	MDBM-34	0	1393	Efficiency	2013-09-28	9587	1512	1000	191150	0.69503	0.684557	0.669325	0.0355131	107.575	71.0256	29.6152	0	10318.2	113.022
data/cosmicData/MDBM-34/2013-09-29/cosmic_001417	MDBM-34	0	1417	Occupancy	2013-09-29	9565	1088	700	712522	0.274306	0.271237	0.26758	0.0218719	198.348	52.6227	59.8712	0	20.7476	40.1248
data/cosmicData/MDBM-34/2013-09-29/cosmic_001418	MDBM-35	0	1418	Unknown	2013-09-29	9705	1090	0	8276	0.224988	0.21798	0.215373	0.0232816	239.283	50.9445	0.576443	0	12661.1	153.349
data/cosmicData/MDBM-35/2013-09-27/cosmic_001387	MDBM-36	0	1387	Unknown	2013-09-27	9581	2509	0	105563	0.175724	0.173167	0.171076	0.0139497	171.606	29.3019	10.2524	0	2506.1	115.59
data/cosmicData/MDBM-35/2013-09-28/cosmic_001394	MDBM-35	0	1394	Efficiency	2013-09-28	9703	1090	500	93448	0.74634	0.725912	0.708999	0.0377239	106.319	74.2667	14.649	0	9839.62	113.838
data/cosmicData/MDBM-35/2013-09-28/cosmic_001395	MDBM-35	0	1395	Unknown	2013-09-28	9705	1090	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0
data/cosmicData/MDBM-35/2013-09-28/cosmic_001396	MDBM-35	0	1396	Efficiency	2013-09-28	9705	1090	700	91874	0.749581	0.730207	0.715501	0.0344329	104.504	73.6819	14.6524	0	10120.6	115.065
data/cosmicData/MDBM-35/2013-09-28/cosmic_001397	MDBM-35	0	1397	Efficiency	2013-09-28	9705	1090	900	155341	0.234336	0.215931	0.167633	0.370092	104.511	14.2153	24.7725	0	9226.09	128.794
data/cosmicData/MDBM-35/2013-09-28/cosmic_001398	MDBM-35	0	1398	Occupancy	2013-09-28	9705	1090	500	1827407	0.439089	0.369252	0.291664	0.307201	176.249	45.0874	172.805	0	382.426	35.8748
data/cosmicData/MDBM-35/2013-09-28/cosmic_001399	MDBM-35	0	1399	Efficiency	2013-09-28	9706	1195	700	92484	0.766143	0.747751	0.74031	0.0187405	105.173	77.1694	14.6559	0	9740.62	113.402
data/cosmicData/MDBM-35/2013-09-28/cosmic_001400	MDBM-35	0	1400	Unknown	2013-09-28	9709	1508	0	41325	7.25953e-05	2.41984e-05	2.41984e-05	0.0	10422.6	0.25221	0.0660825	0	18845.1	161.886
data/cosmicData/MDBM-35/2013-09-28/cosmic_001401	MDBM-35	0	1401	Efficiency	2013-09-28	9709	1508	700	91433	0.704756	0.691731	0.68354	0.0186412	103.953	70.5669	14.6594	0	9144.58	117.482
data/cosmicData/MDBM-35/2013-09-29/cosmic_001419	MDBM-35	0	1419	Occupancy	2013-09-29	9914	1090	500	6938150	0.326325	0.31177	0.304217	0.039134	177.613	53.2073	651.055	0	624.91	36.8782
data/cosmicData/MDBM-36/2013-09-27/cosmic_001386	MDBM-36	0	1386	Unknown	2013-09-27	9581	2509	0	83233	0.190321	0.187966	0.185914	0.0126558	199.784	37.0774	6.94357	0	3351.1	119.189
data/cosmicData/MDBM-36/2013-09-29/cosmic_001409	MDBM-36	0	1409	Efficiency	2013-09-29	9831	1088	500	120697	0.665982	0.661972	0.655927	0.0135548	123.475	80.6287	16.2917	0	10022.6	114.639
data/cosmicData/MDBM-36/2013-09-29/cosmic_001410	MDBM-36	0	1410	Efficiency	2013-09-29	9831	1088	800	108711	0.513232	0.475389	0.359768	0.392705	123.613	35.6871	14.6575	0	9979.58	120.983
data/cosmicData/MDBM-36/2013-09-29/cosmic_001411	MDBM-36	0	1411	Efficiency	2013-09-29	9831	1088	700	120789	0.810223	0.783159	0.731098	0.11937	123.565	85.2192	16.2923	0	10407.4	109.832
data/cosmicData/MDBM-36/2013-09-29/cosmic_001412	MDBM-36	0	1412	Occupancy	2013-09-29	9831	1088	500	681331	0.323884	0.319238	0.314893	0.0217924	199.347	62.2523	56.9637	0	578.016	41.4729
data/cosmicData/MDBM-36/2013-09-29/cosmic_001413	MDBM-36	0	1413	Unknown	2013-09-29	9905	1196	0	5	0.2	0.0	0.0	inf	1.25903	1.0815e+09	0.0661887	0	15352.1	161.886
data/cosmicData/MDBM-36/2013-09-29/cosmic_001414	MDBM-36	0	1414	Efficiency	2013-09-29	9905	1196	800	113295	0.842491	0.813999	0.759715	0.129568	122.292	86.6475	15.4405	0	9991.39	107.921
data/cosmicData/MDBM-36/2013-09-29/cosmic_001415	MDBM-36	0	1415	Unknown	2013-09-29	9905	1196	0	16522	0.826111	0.801053	0.754499	0.109936	122.64	87.4409	2.24533	0	11231.2	127.914
data/cosmicData/MDBM-36/2013-09-29/cosmic_001416	MDBM-36	0	1416	Efficiency	2013-09-29	9906	1503	800	108368	0.738964	0.733215	0.723822	0.0212945	123.131	88.3592	14.6684	0	9645.62	112.982
data/cosmicData/MDBM-36/2013-10-01/cosmic_001429	MDBM-36	0	1429	Occupancy	2013-10-01	9831	1088	500	2823393	0.361152	0.342408	0.329116	0.0670813	200.741	64.1246	234.413	0	812.496	39.5474
data/cosmicData/MDBM-37/2013-10-03/cosmic_001435	MDBM-37	0	1435	Unknown	2013-10-03	10272	2481	0	64660	0.165017	0.162573	0.160177	0.0174087	188.067	30.0425	5.73022	0	6658.1	132.337
data/cosmicData/MDBM-37/2013-10-03/cosmic_001439	MDBM-37	0	1439	Unknown	2013-10-03	10419	1090	0	159488	0.00111607	0.000620736	-0.00340115	1.81818	10207.5	2.74886e+08	0.260408	1	15082.1	161.05
data/cosmicData/MDBM-37/2013-10-03/cosmic_001440	MDBM-37	0	1440	Efficiency	2013-10-03	10419	1090	500	92242	0.660187	0.652848	0.643939	0.0197775	104.956	67.1654	14.6477	0	9355.58	118.377
data/cosmicData/MDBM-37/2013-10-03/cosmic_001441	MDBM-37	0	1441	Occupancy	2013-10-03	10419	1090	500	8650352	0.288445	0.272635	0.260239	0.0669775	179.807	45.7382	801.82	0	1670.84	49.224
data/cosmicData/MDBM-37/2013-10-04/cosmic_001442	MDBM-37	0	1442	Unknown	2013-10-04	10420	1090	0	97957	0.761742	0.720867	0.650747	0.158892	105.225	63.8006	15.5155	0	10476.6	116.602
data/cosmicData/MDBM-37/2013-10-04/cosmic_001443	MDBM-37	0	1443	Unknown	2013-10-04	10420	1090	0	92710	0.885773	0.795437	0.530132	0.502204	105.335	41.7091	14.6691	0	9077.58	117.196
data/cosmicData/MDBM-37/2013-10-04/cosmic_001444	MDBM-37	0	1444	Unknown	2013-10-04	10423	1195	0	103644	0.728696	0.686108	0.619797	0.149935	105.525	61.5459	16.3696	0	10652.6	117.354
data/cosmicData/MDBM-37/2013-10-04/cosmic_001445	MDBM-37	0	1445	Unknown	2013-10-04	10424	1503	0	92803	0.672942	0.629387	0.56281	0.152699	105.544	56.2843	14.6548	0	10598.6	123.515
data/cosmicData/MDBM-37/2013-10-06/cosmic_001450	MDBM-37	0	1450	Occupancy	2013-10-06	10419	1090	500	7751350	0.348634	0.33251	0.319738	0.0576674	145.044	45.4472	890.692	0	2865.74	60.0999
data/cosmicData/MDBM-37/2013-10-06/cosmic_001451	MDBM-37	0	1451	Unknown	2013-10-06	10419	1090	0	1573186	0.784625	0.60061	0.109001	0.889041	145.656	9.70699	180.012	0	2804.98	60.349
data/cosmicData/MDBM-38/2013-10-03/cosmic_001436	MDBM-38	0	1436	Unknown	2013-10-03	10290	2478	0	13	0.0769231	0.0769231	0.0769231	0.0	1.3609	0.104685	0.159208	0	15352.1	161.886
data/cosmicData/MDBM-38/2013-10-03/cosmic_001437	MDBM-38	0	1437	Unknown	2013-10-03	10290	2478	0	72054	0.319968	0.198573	0.083215	0.617277	195.629	14.8675	6.13868	0	9992.1	144.385
data/cosmicData/MSBM-01/2013-08-29/cosmic_001136	MSBM-01	963	1136	Unknown	2013-08-29	6001	2999	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0
data/cosmicData/MSBM-01/2013-08-29/cosmic_001137	MSBM-01	963	1137	Efficiency	2013-08-29	6001	2999	60	9853292	0.95242	0.949868	0.942379	0.0183318	394.272	367.641	416.518	0	7893.6	92.8386
data/cosmicData/MSBM-01/2013-08-30/cosmic_001139	MSBM-01	963	1139	Unknown	2013-08-30	6001	2999	0	68830	0.214064	0.213308	0.211941	0.0143032	1090.55	229.296	1.05191	0	-479.902	101.858
data/cosmicData/MSBM-01/2013-08-30/cosmic_001140	MSBM-01	963	1140	Occupancy	2013-08-30	6001	2999	60	1357517	0.634969	0.63246	0.627821	0.0160976	384.269	239.122	58.8788	0	269.729	32.078
data/cosmicData/MSBM-02/2013-08-30/cosmic_001143	MSBM-02	961	1143	Efficiency	2013-08-30	6041	3003	60	1434052	0.955164	0.952349	0.944941	0.0186649	407.86	381.175	58.6007	0	8284.08	95.0158
data/cosmicData/MSBM-02/2013-08-30/cosmic_001144	MSBM-02	961	1144	Occupancy	2013-08-30	6041	3003	60	1132257	0.787441	0.784132	0.778819	0.0155501	320.493	247.401	58.881	0	307.181	32.9393
data/cosmicData/MSBM-12/2013-08-29/cosmic_001132	MSBM-12	968	1132	Efficiency	2013-08-29	5901	3005	60	1442398	0.953383	0.950828	0.94325	0.0191378	401.63	374.573	59.856	0	8339.06	95.4516
data/cosmicData/MSBM-12/2013-08-29/cosmic_001133	MSBM-12	968	1133	Occupancy	2013-08-29	5901	3005	60	1365624	0.66289	0.660414	0.655727	0.016286	380.888	247.447	59.7562	0	15.9762	27.9643
data/cosmicData/MSBM-12/2013-08-29/cosmic_001134	MSBM-12	968	1134	Unknown	2013-08-29	5901	3005	0	516070	0.33634	0.334046	0.331313	0.0191425	385.329	126.254	22.3217	0	15163.8	126.996
data/cosmicData/MSBM-12/2013-08-29/cosmic_001135	MSBM-12	968	1135	Unknown	2013-08-29	5901	3005	0	476242	0.292618	0.291476	0.289377	0.0164682	839.238	240.589	9.45783	0	-235.252	36.7967
data/cosmicData/MSBM-13/2013-08-30/cosmic_001141	MSBM-13	969	1141	Efficiency	2013-08-30	6008	3011	60	1527993	0.952353	0.949494	0.942019	0.0182607	398.445	371.412	63.915	0	8550.72	96.4987
data/cosmicData/MSBM-13/2013-08-30/cosmic_001142	MSBM-13	969	1142	Occupancy	2013-08-30	6008	3011	60	1367692	0.644586	0.641778	0.636996	0.0166276	387.47	244.535	58.83	0	-53.1764	27.1477
data/cosmicData/MSBM-13/2013-09-03/cosmic_001146	MSBM-13	969	1146	Efficiency	2013-09-03	6008	3011	80	789586	0.952367	0.949601	0.941511	0.0197215	402.227	374.423	32.7172	0	8797.69	97.8315
data/cosmicData/MSBM-19/2013-08-21/cosmic_001085	MSBM-19	983	1085	Unknown	2013-08-21	5337	1102	0	42026	0.000333127	0.000142769	0.0	1.0	10499.3	0.0	0.0667122	0	15339.1	161.846
data/cosmicData/MSBM-19/2013-08-21/cosmic_001086	MSBM-19	983	1086	Efficiency	2013-08-21	5337	1102	60	1609075	0.956645	0.954223	0.948177	0.0228407	443.826	413.836	60.4243	0	8268.57	95.0421
data/cosmicData/MSBM-19/2013-08-21/cosmic_001087	MSBM-19	983	1087	Efficiency	2013-08-21	5340	1510	60	1640630	0.956384	0.953849	0.946864	0.0239802	439.775	409.42	62.177	0	8127.75	94.186
data/cosmicData/MSBM-19/2013-08-23/cosmic_001110	MSBM-19	983	1110	Efficiency	2013-08-23	5432	2997	60	1539616	0.95599	0.953296	0.945531	0.0191809	437.265	408.848	58.6835	0	8209.96	94.6626
data/cosmicData/MSBM-19/2013-08-23/cosmic_001111	MSBM-19	983	1111	Occupancy	2013-08-23	5432	2997	60	1602794	0.608976	0.606381	0.601683	0.0175326	446.44	265.967	59.8362	0	46.9571	28.2489
data/cosmicData/MSBM-20/2013-08-22/cosmic_001100	MSBM-20	987	1100	Efficiency	2013-08-22	5371	2998	60	1739765	0.95465	0.952142	0.944379	0.0199668	439.416	410.032	65.9878	0	8341.95	95.2838
data/cosmicData/MSBM-20/2013-08-22/cosmic_001101	MSBM-20	987	1101	Efficiency	2013-08-22	5374	2497	60	1919290	0.954724	0.952152	0.94495	0.02065	437.751	408.198	73.0738	0	8281.06	95.0526
data/cosmicData/MSBM-20/2013-08-22/cosmic_001102	MSBM-20	987	1102	Efficiency	2013-08-22	5381	3490	60	4106794	0.953676	0.95099	0.943147	0.0180775	437.7	408.724	156.378	0	8169.96	94.3557
data/cosmicData/MSBM-20/2013-08-22/cosmic_001103	MSBM-20	987	1103	Unknown	2013-08-22	5381	3490	0	30854	0.691256	0.688792	0.684018	0.0143986	428.843	291.131	1.19912	0	2423.16	86.9138
data/cosmicData/MSBM-20/2013-08-22/cosmic_001104	MSBM-20	987	1104	Occupancy	2013-08-22	5381	3490	60	773221	0.647285	0.644636	0.639496	0.0166538	426.2	270.169	30.237	0	-2.25049	29.4618
data/cosmicData/MSBM-20/2013-08-27/cosmic_001132	MSBM-20	987	1132	Occupancy	2013-08-27	5787	2998	60	9965695	0.595631	0.593106	0.588524	0.017977	436.222	254.074	380.758	0	35.0008	27.5136
data/cosmicData/MSBM-21/2013-08-23/cosmic_001112	MSBM-21	988	1112	Efficiency	2013-08-23	5481	3004	60	1541211	0.953797	0.950907	0.942583	0.0203821	437.484	407.527	58.715	0	8578.93	96.6747
data/cosmicData/MSBM-21/2013-08-23/cosmic_001113	MSBM-21	988	1113	Occupancy	2013-08-23	5481	3004	60	1566237	0.632438	0.629609	0.624543	0.0178944	436.936	270.176	59.7432	0	31.9571	27.9821
data/cosmicData/MSBM-21/2013-09-02/cosmic_001145	MSBM-21	988	1145	Efficiency	2013-09-02	6052	0	60	1617322	0.95559	0.952601	0.944687	0.0193709	443.671	414.454	60.7553	0	8294.02	95.0894
data/cosmicData/MSBM-21/2013-09-03/cosmic_001145	MSBM-21	988	1145	Efficiency	2013-09-03	6052	0	80	1934038	0.95652	0.953528	0.945334	0.0197212	441.593	412.768	72.9947	0	8285.47	95.0894
data/cosmicData/MSBM-21/2013-09-03/cosmic_001150	MSBM-21	988	1150	Efficiency	2013-09-03	6052	0	120	408376	0.95307	0.950053	0.94206	0.0192072	434.823	405.171	15.653	0	9040.16	99.8248
data/cosmicData/MSBM-22/2013-08-23/cosmic_001114	MSBM-22	989	1114	Efficiency	2013-08-23	5526	3009	60	1539064	0.953927	0.951392	0.943526	0.0193491	437.171	407.873	58.6752	0	8602.82	96.6644
data/cosmicData/MSBM-22/2013-08-23/cosmic_001115	MSBM-22	989	1115	Occupancy	2013-08-23	5526	3009	60	1720877	0.573642	0.571144	0.566637	0.0175842	479.474	269.033	59.8183	0	-55.284	26.5707
data/cosmicData/MSBM-23/2013-09-06/cosmic_001160	MSBM-23	970	1160	Efficiency	2013-09-06	6448	3011	60	1595899	0.955287	0.952538	0.944393	0.0203664	431.212	402.38	61.6827	0	8477.02	96.0469
data/cosmicData/MSBM-23/2013-09-06/cosmic_001161	MSBM-23	970	1161	Unknown	2013-09-06	6448	3011	0	15358	0.288189	0.287212	0.285751	0.011562	303.041	86.0308	0.844658	0	18011.2	152.125
data/cosmicData/MSBM-23/2013-09-06/cosmic_001162	MSBM-23	970	1162	Unknown	2013-09-06	6448	3011	0	290769	0.0261479	0.0257765	0.0253225	0.0392262	1576.79	39.0498	3.07343	0	5769.1	128.934
data/cosmicData/MSBM-23/2013-09-06/cosmic_001163	MSBM-23	970	1163	Unknown	2013-09-06	6448	3011	0	313852	0.0908581	0.0905013	0.0899394	0.0142586	2447.36	218.331	2.13735	0	-570.838	67.5278
data/cosmicData/MSBM-23/2013-09-06/cosmic_001164	MSBM-23	970	1164	Occupancy	2013-09-06	6448	3011	60	9961696	0.615482	0.612825	0.608081	0.0176822	426.424	256.702	389.35	0	-10.7368	26.7395
data/cosmicData/MSBM-25/2013-09-09/cosmic_001172	MSBM-25	972	1172	Efficiency	2013-09-09	6600	3009	60	1685692	0.95457	0.951874	0.944055	0.0194856	400.709	373.992	70.1128	0	8401.01	95.7288
data/cosmicData/MSBM-25/2013-09-09/cosmic_001173	MSBM-25	972	1173	Occupancy	2013-09-09	6600	3009	60	9963035	0.611874	0.609216	0.604468	0.0178187	398.524	238.461	416.663	0	-102.737	24.96
data/cosmicData/MSBM-26/2013-09-09/cosmic_001170	MSBM-26	975	1170	Efficiency	2013-09-09	6548	3002	60	1565925	0.954088	0.95159	0.944367	0.0186186	398.512	372.16	65.4905	0	8393.64	95.6609
data/cosmicData/MSBM-26/2013-09-09/cosmic_001171	MSBM-26	975	1171	Occupancy	2013-09-09	6548	3002	60	1379845	0.639602	0.637067	0.632329	0.0173505	390.646	244.549	58.8703	0	-41.8192	27.1293
data/cosmicData/MSBM-27/2013-09-19/cosmic_001254	MSBM-27	978	1254	Efficiency	2013-09-19	7433	3001	60	379639	0.95423	0.95158	0.944438	0.0178626	410.778	383.906	15.4033	0	9129.58	100.553
data/cosmicData/MSBM-27/2013-09-19/cosmic_001255	MSBM-27	978	1255	Occupancy	2013-09-19	7433	3001	60	1029016	0.471459	0.469283	0.46571	0.0171464	582.268	268.564	29.4542	0	-182.25	26.2298
data/cosmicData/MSBM-28/2013-09-18/cosmic_001240	MSBM-28	982	1240	Efficiency	2013-09-18	7197	3008	60	845186	0.955133	0.952444	0.945294	0.0185406	405.602	379.151	34.7297	0	8736.25	97.7599
data/cosmicData/MSBM-28/2013-09-18/cosmic_001241	MSBM-28	982	1241	Occupancy	2013-09-18	7197	3008	60	2805137	0.174658	0.173872	0.172488	0.0188278	1424.73	243.057	32.8148	0	-161.437	26.0384
data/cosmicData/MSBM-29/2013-09-18/cosmic_001242	MSBM-29	990	1242	Efficiency	2013-09-18	7235	2997	60	702703	0.95536	0.952735	0.9454	0.018193	398.297	372.568	29.4045	0	8950.72	98.9545
data/cosmicData/MSBM-29/2013-09-18/cosmic_001243	MSBM-29	990	1243	Occupancy	2013-09-18	7235	2997	60	1116223	0.428032	0.425978	0.422545	0.0182024	617.135	258.101	30.1453	0	-150.574	27.4591
data/cosmicData/MSBM-30/2013-09-18/cosmic_001244	MSBM-30	1020	1244	Unknown	2013-09-18	7273	0	0	58385	0.0236533	0.0176929	0.0168749	0.0493708	399.081	6.71231	2.4383	0	13937.1	157.455
data/cosmicData/MSBM-30/2013-09-18/cosmic_001245	MSBM-30	1020	1245	Efficiency	2013-09-18	7273	0	60	355954	0.951395	0.948845	0.940894	0.0200299	398.353	370.405	14.8927	0	8997.78	99.3881
data/cosmicData/MSBM-30/2013-09-18/cosmic_001246	MSBM-30	1020	1246	Occupancy	2013-09-18	7273	0	60	756015	0.629084	0.626351	0.621259	0.0185373	426.738	262.333	29.5268	0	-74.2505	28.2135
data/cosmicData/MSBM-33/2013-09-19/cosmic_001249	MDBM-33	966	1249	Unknown	2013-09-19	7392	3003	0	366018	0.956475	0.953863	0.94602	0.019033	414.029	387.411	14.734	0	8591.78	97.3242
data/cosmicData/MSBM-33/2013-09-19/cosmic_001252	MDBM-33	966	1252	Unknown	2013-09-19	7392	3003	0	25380	0.0	0.0	0.0	nan	10453.5	0.0	0.040465	0	0.0	161.889
data/cosmicData/MSBM-33/2013-09-19/cosmic_001253	MDBM-33	966	1253	Unknown	2013-09-19	7392	3003	0	5187649	0.0931833	0.0925737	0.0918364	0.0177286	2392.31	217.539	36.1412	0	-63.2505	28.4077
data/cosmicData/MSBM-33/2013-11-15/cosmic_001432	MDBM-33	966	1432	Unknown	2013-11-15	0	0	0	28044	0.0	0.0	0.0	nan	10441.0	0.0	0.0447657	0	0.0	161.889
data/cosmicData/MSBM-33/2013-11-18/cosmic_001433	MDBM-33	966	1433	Unknown	2013-11-18	11000	0	0	359300	0.955497	0.931631	0.925316	0.0241355	408.854	371.708	14.6466	0	8848.93	98.6154
data/cosmicData/MSBM-33/2013-11-18/cosmic_001434	MDBM-33	966	1434	Unknown	2013-11-18	11002	0	0	357473	0.955378	0.935131	0.928861	0.0231181	406.662	371.49	14.6507	0	8834.93	98.5444
data/cosmicData/MSBM-33/2013-11-18/cosmic_001435	MDBM-33	966	1435	Unknown	2013-11-18	11004	0	0	10158134	0.047151	0.046431	0.0461046	0.0229555	4717.62	214.015	35.8872	0	8856.75	98.6256
data/cosmicData/MSBM-34/2013-09-18/cosmic_001247	MSBM-34	967	1247	Efficiency	2013-09-18	7320	3007	60	380120	0.956085	0.953391	0.945867	0.0186671	413.109	386.502	15.3358	0	9006.4	100.27
data/cosmicData/MSBM-34/2013-09-18/cosmic_001248	MSBM-34	967	1248	Occupancy	2013-09-18	7320	3007	60	8216013	0.632386	0.629415	0.624275	0.0186302	435.092	268.751	314.723	0	-56.9563	25.8844
